Clave Entidad,Entidad federativa,Clave Municipio ,Municipio,Total,Procedentes,Improcedentes,Otro,No especificado
20,Oaxaca,549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",NA,NA,NA,NA,NA
20,Oaxaca,550,San Jerónimo Tlacochahuaya,-,-,-,-,-
20,Oaxaca,551,Tlacolula de Matamoros,NA,NA,NA,NA,NA
20,Oaxaca,552,Tlacotepec Plumas,NA,NA,NA,NA,NA
20,Oaxaca,553,Tlalixtac de Cabrera,NA,NA,NA,NA,NA
20,Oaxaca,554,Totontepec Villa de Morelos,NA,NA,NA,NA,NA
20,Oaxaca,555,Trinidad Zaachila,NA,NA,NA,NA,NA
20,Oaxaca,556,La Trinidad Vista Hermosa,NA,NA,NA,NA,NA
20,Oaxaca,557,Unión Hidalgo,NA,NA,NA,NA,NA
20,Oaxaca,558,Valerio Trujano,NA,NA,NA,NA,NA
20,Oaxaca,559,San Juan Bautista Valle Nacional,-,-,-,-,-
20,Oaxaca,560,Villa Díaz Ordaz,NA,NA,NA,NA,NA
20,Oaxaca,561,Yaxe,NA,NA,NA,NA,NA
20,Oaxaca,562,Magdalena Yodocono de Porfirio Díaz,NA,NA,NA,NA,NA
20,Oaxaca,563,Yogana,NA,NA,NA,NA,NA
20,Oaxaca,564,Yutanduchi de Guerrero,NA,NA,NA,NA,NA
20,Oaxaca,565,Villa de Zaachila,  1 689,  1 183,   506,   0,   0
20,Oaxaca,566,San Mateo Yucutindoo,NA,NA,NA,NA,NA
20,Oaxaca,567,Zapotitlán Lagunas,NA,NA,NA,NA,NA
20,Oaxaca,568,Zapotitlán Palmas,NA,NA,NA,NA,NA
20,Oaxaca,569,Santa Inés de Zaragoza,NA,NA,NA,NA,NA
20,Oaxaca,570,Zimatlán de Álvarez,  1 800,  1 000,   800,   0,   0
21,Puebla,000,, 1 297 637,  361 620,  934 433,  1 584,-
21,Puebla,001,Acajete,NA,NA,NA,NA,NA
21,Puebla,002,Acateno,NA,NA,NA,NA,NA
21,Puebla,003,Acatlán,NA,NA,NA,NA,NA
21,Puebla,004,Acatzingo,NA,NA,NA,NA,NA
21,Puebla,005,Acteopan,NA,NA,NA,NA,NA
21,Puebla,006,Ahuacatlán,NA,NA,NA,NA,NA
21,Puebla,007,Ahuatlán,NA,NA,NA,NA,NA
21,Puebla,008,Ahuazotepec,-,-,-,-,-
21,Puebla,009,Ahuehuetitla,NA,NA,NA,NA,NA
21,Puebla,010,Ajalpan,   62,   62,   0,   0,   0
21,Puebla,011,Albino Zertuche,NA,NA,NA,NA,NA
21,Puebla,012,Aljojuca,NA,NA,NA,NA,NA
21,Puebla,013,Altepexi,NA,NA,NA,NA,NA
21,Puebla,014,Amixtlán,NA,NA,NA,NA,NA
21,Puebla,015,Amozoc,NA,NA,NA,NA,NA
21,Puebla,016,Aquixtla,NA,NA,NA,NA,NA
21,Puebla,017,Atempan,   285,   280,   5,   0,   0
21,Puebla,018,Atexcal,NA,NA,NA,NA,NA
21,Puebla,019,Atlixco,NA,NA,NA,NA,NA
21,Puebla,020,Atoyatempan,NA,NA,NA,NA,NA
21,Puebla,021,Atzala,-,-,-,-,-
21,Puebla,022,Atzitzihuacán,  1 000,   700,   300,   0,   0
21,Puebla,023,Atzitzintla,   7,   7,   0,   0,   0
21,Puebla,024,Axutla,NA,NA,NA,NA,NA
21,Puebla,025,Ayotoxco de Guerrero,NA,NA,NA,NA,NA
21,Puebla,026,Calpan,  3 105,  3 105,   0,   0,   0
21,Puebla,027,Caltepec,NA,NA,NA,NA,NA
21,Puebla,028,Camocuautla,   366,   180,   186,   0,   0
21,Puebla,029,Caxhuacan,   125,   50,   75,   0,   0
21,Puebla,030,Coatepec,   5,   5,   0,   0,   0
21,Puebla,031,Coatzingo,   10,   10,   0,   0,   0
21,Puebla,032,Cohetzala,NA,NA,NA,NA,NA
21,Puebla,033,Cohuecan,NA,NA,NA,NA,NA
21,Puebla,034,Coronango,NA,NA,NA,NA,NA
21,Puebla,035,Coxcatlán,  1 234,   999,   235,   0,   0
21,Puebla,036,Coyomeapan,NA,NA,NA,NA,NA
21,Puebla,037,Coyotepec,   90,   90,   0,   0,   0
21,Puebla,038,Cuapiaxtla de Madero,   128,   128,-,   0,   0
21,Puebla,039,Cuautempan,NA,NA,NA,NA,NA
21,Puebla,040,Cuautinchán,-,-,-,-,-
21,Puebla,041,Cuautlancingo,NA,NA,NA,NA,NA
21,Puebla,042,Cuayuca de Andrade,NA,NA,NA,NA,NA
21,Puebla,043,Cuetzalan del Progreso,   80,   80,   0,   0,   0
21,Puebla,044,Cuyoaco,NA,NA,NA,NA,NA
21,Puebla,045,Chalchicomula de Sesma,   402,   380,   22,   0,   0
21,Puebla,046,Chapulco,   50,   45,   5,   0,   0
21,Puebla,047,Chiautla,   173,   158,   15,   0,   0
21,Puebla,048,Chiautzingo,NA,NA,NA,NA,NA
21,Puebla,049,Chiconcuautla,   2,   2,   0,   0,   0
21,Puebla,050,Chichiquila,NA,NA,NA,NA,NA
21,Puebla,051,Chietla,-,-,-,-,-
21,Puebla,052,Chigmecatitlán,NA,NA,NA,NA,NA
21,Puebla,053,Chignahuapan,NA,NA,NA,NA,NA
21,Puebla,054,Chignautla,NA,NA,NA,NA,NA
21,Puebla,055,Chila,   11,   8,   3,   0,   0
21,Puebla,056,Chila de la Sal,NA,NA,NA,NA,NA
21,Puebla,057,Honey,   378,   8,   0,   370,   0
21,Puebla,058,Chilchotla,NA,NA,NA,NA,NA
21,Puebla,059,Chinantla,   310,   200,   110,   0,   0
21,Puebla,060,Domingo Arenas,-,-,-,-,-
21,Puebla,061,Eloxochitlán,NA,NA,NA,NA,NA
21,Puebla,062,Epatlán,   265,   206,   59,   0,   0
21,Puebla,063,Esperanza,NA,NA,NA,NA,NA
21,Puebla,064,Francisco Z. Mena,NA,NA,NA,NA,NA
21,Puebla,065,General Felipe Ángeles,   46,   16,   30,   0,   0
21,Puebla,066,Guadalupe,NA,NA,NA,NA,NA
21,Puebla,067,Guadalupe Victoria,   45,   45,   0,   0,   0
21,Puebla,068,Hermenegildo Galeana,NA,NA,NA,NA,NA
21,Puebla,069,Huaquechula,NA,NA,NA,NA,NA
21,Puebla,070,Huatlatlauca,   15,   15,   0,   0,   0
21,Puebla,071,Huauchinango,   180,   100,   80,   0,   0
21,Puebla,072,Huehuetla,   5,   2,   3,   0,   0
21,Puebla,073,Huehuetlán el Chico,   80,   40,   40,   0,   0
21,Puebla,074,Huejotzingo,  1 582,  1 251,   331,   0,   0
21,Puebla,075,Hueyapan,NA,NA,NA,NA,NA
21,Puebla,076,Hueytamalco,NA,NA,NA,NA,NA
21,Puebla,077,Hueytlalpan,   35,   30,   5,   0,   0
21,Puebla,078,Huitzilan de Serdán,NA,NA,NA,NA,NA
21,Puebla,079,Huitziltepec,NA,NA,NA,NA,NA
21,Puebla,080,Atlequizayan,NA,NA,NA,NA,NA
21,Puebla,081,Ixcamilpa de Guerrero,NA,NA,NA,NA,NA
21,Puebla,082,Ixcaquixtla,   154,   96,   58,   0,   0
21,Puebla,083,Ixtacamaxtitlán,   54,   33,   21,   0,   0
21,Puebla,084,Ixtepec,NA,NA,NA,NA,NA
21,Puebla,085,Izúcar de Matamoros,  2 300,   800,  1 500,   0,   0
21,Puebla,086,Jalpan,NA,NA,NA,NA,NA
21,Puebla,087,Jolalpan,NA,NA,NA,NA,NA
21,Puebla,088,Jonotla,NA,NA,NA,NA,NA
21,Puebla,089,Jopala,NA,NA,NA,NA,NA
21,Puebla,090,Juan C. Bonilla,NA,NA,NA,NA,NA
21,Puebla,091,Juan Galindo,NA,NA,NA,NA,NA
21,Puebla,092,Juan N. Méndez,   3,   3,   0,   0,   0
21,Puebla,093,Lafragua,NA,NA,NA,NA,NA
21,Puebla,094,Libres,   500,   380,   120,   0,   0
21,Puebla,095,La Magdalena Tlatlauquitepec,NA,NA,NA,NA,NA
21,Puebla,096,Mazapiltepec de Juárez,   235,   40,   20,   175,   0
21,Puebla,097,Mixtla,   2,   2,   0,   0,   0
21,Puebla,098,Molcaxac,NA,NA,NA,NA,NA
21,Puebla,099,Cañada Morelos,  2 000,   500,  1 500,   0,   0
21,Puebla,100,Naupan,NA,NA,NA,NA,NA
21,Puebla,101,Nauzontla,   8,   8,   0,   0,   0
21,Puebla,102,Nealtican,NA,NA,NA,NA,NA
21,Puebla,103,Nicolás Bravo,NA,NA,NA,NA,NA
21,Puebla,104,Nopalucan,   208,   106,   102,   0,   0
21,Puebla,105,Ocotepec,NA,NA,NA,NA,NA
21,Puebla,106,Ocoyucan,   70,   52,   18,   0,   0
21,Puebla,107,Olintla,NA,NA,NA,NA,NA
21,Puebla,108,Oriental,NA,NA,NA,NA,NA
21,Puebla,109,Pahuatlán,   300,   300,   0,   0,   0
21,Puebla,110,Palmar de Bravo,NA,NA,NA,NA,NA
21,Puebla,111,Pantepec,NA,NA,NA,NA,NA
21,Puebla,112,Petlalcingo,   80,   50,   30,   0,   0
21,Puebla,113,Piaxtla,   96,   38,   58,   0,   0
21,Puebla,114,Puebla,  738 906,  242 048,  496 858,   0,   0
21,Puebla,115,Quecholac,NA,NA,NA,NA,NA
21,Puebla,116,Quimixtlán,   30,   30,   0,   0,   0
21,Puebla,117,Rafael Lara Grajales,   240,   240,-,   0,   0
21,Puebla,118,Los Reyes de Juárez,-,-,-,-,-
21,Puebla,119,San Andrés Cholula,  4 066,  4 066,   0,   0,   0
21,Puebla,120,San Antonio Cañada,NA,NA,NA,NA,NA
21,Puebla,121,San Diego la Mesa Tochimiltzingo,NA,NA,NA,NA,NA
21,Puebla,122,San Felipe Teotlalcingo,NA,NA,NA,NA,NA
21,Puebla,123,San Felipe Tepatlán,NA,NA,NA,NA,NA
21,Puebla,124,San Gabriel Chilac,NA,NA,NA,NA,NA
21,Puebla,125,San Gregorio Atzompa,-,-,-,-,-
21,Puebla,126,San Jerónimo Tecuanipan,   17,   17,   0,   0,   0
21,Puebla,127,San Jerónimo Xayacatlán,NA,NA,NA,NA,NA
21,Puebla,128,San José Chiapa,   150,   100,   50,   0,   0
21,Puebla,129,San José Miahuatlán,   444,   255,   189,   0,   0
21,Puebla,130,San Juan Atenco,NA,NA,NA,NA,NA
21,Puebla,131,San Juan Atzompa,NA,NA,NA,NA,NA
21,Puebla,132,San Martín Texmelucan,NA,NA,NA,NA,NA
21,Puebla,133,San Martín Totoltepec,NA,NA,NA,NA,NA
21,Puebla,134,San Matías Tlalancaleca,  2 000,  1 890,   110,   0,   0
21,Puebla,135,San Miguel Ixitlán,   10,   0,   0,   10,   0
21,Puebla,136,San Miguel Xoxtla,NA,NA,NA,NA,NA
21,Puebla,137,San Nicolás Buenos Aires,NA,NA,NA,NA,NA
21,Puebla,138,San Nicolás de los Ranchos,   52,   46,   6,   0,   0
21,Puebla,139,San Pablo Anicano,   24,   9,   15,   0,   0
21,Puebla,140,San Pedro Cholula,  5 686,  2 808,  2 878,   0,   0
21,Puebla,141,San Pedro Yeloixtlahuaca,   80,   50,   30,   0,   0
21,Puebla,142,San Salvador el Seco,NA,NA,NA,NA,NA
21,Puebla,143,San Salvador el Verde,  1 770,   873,   897,   0,   0
21,Puebla,144,San Salvador Huixcolotla,NA,NA,NA,NA,NA
21,Puebla,145,San Sebastián Tlacotepec,NA,NA,NA,NA,NA
21,Puebla,146,Santa Catarina Tlaltempan,   20,   20,   0,   0,   0
21,Puebla,147,Santa Inés Ahuatempan,   888,   688,   200,   0,   0
21,Puebla,148,Santa Isabel Cholula,NA,NA,NA,NA,NA
21,Puebla,149,Santiago Miahuatlán,NA,NA,NA,NA,NA
21,Puebla,150,Huehuetlán el Grande,NA,NA,NA,NA,NA
21,Puebla,151,Santo Tomás Hueyotlipan,   483,   383,   100,   0,   0
21,Puebla,152,Soltepec,   50,   45,   5,   0,   0
21,Puebla,153,Tecali de Herrera,  5 186,  4 344,   657,   185,   0
21,Puebla,154,Tecamachalco,  6 252,  4 046,  2 206,   0,   0
21,Puebla,155,Tecomatlán,NA,NA,NA,NA,NA
21,Puebla,156,Tehuacán,  493 215,  69 148,  424 067,   0,   0
21,Puebla,157,Tehuitzingo,   401,   174,   28,   199,   0
21,Puebla,158,Tenampulco,NA,NA,NA,NA,NA
21,Puebla,159,Teopantlán,   5,   4,   1,   0,   0
21,Puebla,160,Teotlalco,NA,NA,NA,NA,NA
21,Puebla,161,Tepanco de López,  2 952,  2 952,   0,   0,   0
21,Puebla,162,Tepango de Rodríguez,   15,   3,   12,   0,   0
21,Puebla,163,Tepatlaxco de Hidalgo,NA,NA,NA,NA,NA
21,Puebla,164,Tepeaca,  10 436,  10 013,   423,   0,   0
21,Puebla,165,Tepemaxalco,NA,NA,NA,NA,NA
21,Puebla,166,Tepeojuma,NA,NA,NA,NA,NA
21,Puebla,167,Tepetzintla,   4,   2,   2,   0,   0
21,Puebla,168,Tepexco,-,-,-,-,-
21,Puebla,169,Tepexi de Rodríguez,NA,NA,NA,NA,NA
21,Puebla,170,Tepeyahualco,   150,   100,   50,   0,   0
21,Puebla,171,Tepeyahualco de Cuauhtémoc,NA,NA,NA,NA,NA
21,Puebla,172,Tetela de Ocampo,NA,NA,NA,NA,NA
21,Puebla,173,Teteles de Avila Castillo,   248,   241,   7,   0,   0
21,Puebla,174,Teziutlán,NA,NA,NA,NA,NA
21,Puebla,175,Tianguismanalco,NA,NA,NA,NA,NA
21,Puebla,176,Tilapa,  2 896,  2 356,   65,   475,   0
21,Puebla,177,Tlacotepec de Benito Juárez,-,-,-,-,-
21,Puebla,178,Tlacuilotepec,   66,   66,   0,   0,   0
21,Puebla,179,Tlachichuca,   120,   30,   90,   0,   0
21,Puebla,180,Tlahuapan,  1 519,  1 445,   74,   0,   0
21,Puebla,181,Tlaltenango,NA,NA,NA,NA,NA
21,Puebla,182,Tlanepantla,   50,   25,   25,   0,   0
21,Puebla,183,Tlaola,NA,NA,NA,NA,NA
21,Puebla,184,Tlapacoya,NA,NA,NA,NA,NA
21,Puebla,185,Tlapanalá,-,-,-,-,-
21,Puebla,186,Tlatlauquitepec,NA,NA,NA,NA,NA
21,Puebla,187,Tlaxco,NA,NA,NA,NA,NA
21,Puebla,188,Tochimilco,NA,NA,NA,NA,NA
21,Puebla,189,Tochtepec,  1 105,  1 055,   50,   0,   0
21,Puebla,190,Totoltepec de Guerrero,   1,   1,   0,   0,   0
21,Puebla,191,Tulcingo,NA,NA,NA,NA,NA
21,Puebla,192,Tuzamapan de Galeana,   11,   11,   0,   0,   0
21,Puebla,193,Tzicatlacoyan,NA,NA,NA,NA,NA
21,Puebla,194,Venustiano Carranza,   192,   187,   5,   0,   0
21,Puebla,195,Vicente Guerrero,NA,NA,NA,NA,NA
21,Puebla,196,Xayacatlán de Bravo,   15,   10,   5,   0,   0
21,Puebla,197,Xicotepec,NA,NA,NA,NA,NA
21,Puebla,198,Xicotlán,NA,NA,NA,NA,NA
21,Puebla,199,Xiutetelco,NA,NA,NA,NA,NA
21,Puebla,200,Xochiapulco,   15,   15,   0,   0,   0
21,Puebla,201,Xochiltepec,   150,   150,   0,   0,   0
21,Puebla,202,Xochitlán de Vicente Suárez,   68,   65,   3,   0,   0
21,Puebla,203,Xochitlán Todos Santos,NA,NA,NA,NA,NA
21,Puebla,204,Yaonáhuac,  1 070,   720,   200,   150,   0
21,Puebla,205,Yehualtepec,NA,NA,NA,NA,NA
21,Puebla,206,Zacapala,NA,NA,NA,NA,NA
21,Puebla,207,Zacapoaxtla,   190,   150,   20,   20,   0
21,Puebla,208,Zacatlán,-,-,-,-,-
21,Puebla,209,Zapotitlán,   200,   80,   120,   0,   0
21,Puebla,210,Zapotitlán de Méndez,NA,NA,NA,NA,NA
21,Puebla,211,Zaragoza,NA,NA,NA,NA,NA
21,Puebla,212,Zautla,NA,NA,NA,NA,NA
21,Puebla,213,Zihuateutla,   58,   24,   34,   0,   0
21,Puebla,214,Zinacatepec,NA,NA,NA,NA,NA
21,Puebla,215,Zongozotla,NA,NA,NA,NA,NA
21,Puebla,216,Zoquiapan,NA,NA,NA,NA,NA
21,Puebla,217,Zoquitlán,   45,   25,   20,   0,   0
22,Querétaro,000,, 1 258 248,  509 100,  723 282,  25 866,   0
22,Querétaro,001,Amealco de Bonfil,  23 514,  4 462,  19 052,   0,   0
22,Querétaro,002,Pinal de Amoles,  2 156,  2 000,   156,   0,   0
22,Querétaro,003,Arroyo Seco,   863,   625,   238,   0,   0
22,Querétaro,004,Cadereyta de Montes,  12 848,  2 501,  10 347,   0,   0
22,Querétaro,005,Colón,  43 144,  3 501,  39 643,   0,   0
22,Querétaro,006,Corregidora,  92 215,  27 359,  41 511,  23 345,   0
22,Querétaro,007,Ezequiel Montes,  31 350,  3 372,  27 978,   0,   0
22,Querétaro,008,Huimilpan,  15 234,  1 222,  14 012,   0,   0
22,Querétaro,009,Jalpan de Serra,  7 874,  3 314,  4 560,   0,   0
22,Querétaro,010,Landa de Matamoros,  4 325,   181,  3 024,  1 120,   0
22,Querétaro,011,El Marqués,  31 427,  14 122,  17 305,   0,   0
22,Querétaro,012,Pedro Escobedo,  6 521,  3 879,  2 642,   0,   0
22,Querétaro,013,Peñamiller,  1 234,   531,   703,   0,   0
22,Querétaro,014,Querétaro,  850 311,  367 782,  482 529,   0,   0
22,Querétaro,015,San Joaquín,  3 753,  1 323,  2 430,NA,   0
22,Querétaro,016,San Juan del Río,  117 811,  69 846,  47 965,   0,   0
22,Querétaro,017,Tequisquiapan,  5 604,  2 802,  1 401,  1 401,   0
22,Querétaro,018,Tolimán,  8 064,   278,  7 786,   0,   0
23,Quintana Roo,000,,NA,NA,NA,NA,NA
23,Quintana Roo,001,Cozumel,NA,NA,NA,NA,NA
23,Quintana Roo,002,Felipe Carrillo Puerto,NA,NA,NA,NA,NA
23,Quintana Roo,003,Isla Mujeres,NA,NA,NA,NA,NA
23,Quintana Roo,004,Othón P. Blanco,NA,NA,NA,NA,NA
23,Quintana Roo,005,Benito Juárez,NA,NA,NA,NA,NA
23,Quintana Roo,006,José María Morelos,NA,NA,NA,NA,NA
23,Quintana Roo,007,Lázaro Cárdenas,NA,NA,NA,NA,NA
23,Quintana Roo,008,Solidaridad,NA,NA,NA,NA,NA
23,Quintana Roo,009,Tulum,NA,NA,NA,NA,NA
23,Quintana Roo,010,Bacalar,NA,NA,NA,NA,NA
23,Quintana Roo,011,Puerto Morelos,NA,NA,NA,NA,NA
24,San Luis Potosí,000,,  42 054,  36 154,  2 698,  3 202,-
24,San Luis Potosí,001,Ahualulco,NA,NA,NA,NA,NA
24,San Luis Potosí,002,Alaquines,NA,NA,NA,NA,NA
24,San Luis Potosí,003,Aquismón,   150,   135,   15,   0,   0
24,San Luis Potosí,004,Armadillo de los Infante,NA,NA,NA,NA,NA
24,San Luis Potosí,005,Cárdenas,NA,NA,NA,NA,NA
24,San Luis Potosí,006,Catorce,NA,NA,NA,NA,NA
24,San Luis Potosí,007,Cedral,NA,NA,NA,NA,NA
24,San Luis Potosí,008,Cerritos,NA,NA,NA,NA,NA
24,San Luis Potosí,009,Cerro de San Pedro,NA,NA,NA,NA,NA
24,San Luis Potosí,010,Ciudad del Maíz,NA,NA,NA,NA,NA
24,San Luis Potosí,011,Ciudad Fernández,   986,   967,   19,   0,   0
24,San Luis Potosí,012,Tancanhuitz,   10,   10,   0,   0,   0
24,San Luis Potosí,013,Ciudad Valles,  6 366,  5 320,  1 046,   0,   0
24,San Luis Potosí,014,Coxcatlán,   15,   15,   0,   0,   0
24,San Luis Potosí,015,Charcas,NA,NA,NA,NA,NA
24,San Luis Potosí,016,Ebano,   702,   696,   6,   0,   0
24,San Luis Potosí,017,Guadalcázar,NA,NA,NA,NA,NA
24,San Luis Potosí,018,Huehuetlán,   160,   160,   0,   0,   0
24,San Luis Potosí,019,Lagunillas,NA,NA,NA,NA,NA
24,San Luis Potosí,020,Matehuala,-,-,-,-,-
24,San Luis Potosí,021,Mexquitic de Carmona,NA,NA,NA,NA,NA
24,San Luis Potosí,022,Moctezuma,NA,NA,NA,NA,NA
24,San Luis Potosí,023,Rayón,NA,NA,NA,NA,NA
24,San Luis Potosí,024,Rioverde,NA,NA,NA,NA,NA
24,San Luis Potosí,025,Salinas,NA,NA,NA,NA,NA
24,San Luis Potosí,026,San Antonio,NA,NA,NA,NA,NA
24,San Luis Potosí,027,San Ciro de Acosta,   96,   96,   0,   0,   0
24,San Luis Potosí,028,San Luis Potosí,NA,NA,NA,NA,NA
24,San Luis Potosí,029,San Martín Chalchicuautla,NA,NA,NA,NA,NA
24,San Luis Potosí,030,San Nicolás Tolentino,NA,NA,NA,NA,NA
24,San Luis Potosí,031,Santa Catarina,NA,NA,NA,NA,NA
24,San Luis Potosí,032,Santa María del Río,NA,NA,NA,NA,NA
24,San Luis Potosí,033,Santo Domingo,NA,NA,NA,NA,NA
24,San Luis Potosí,034,San Vicente Tancuayalab,NA,NA,NA,NA,NA
24,San Luis Potosí,035,Soledad de Graciano Sánchez,  13 904,  10 673,  1 029,  2 202,   0
24,San Luis Potosí,036,Tamasopo,NA,NA,NA,NA,NA
24,San Luis Potosí,037,Tamazunchale,   264,   245,   19,   0,   0
24,San Luis Potosí,038,Tampacán,NA,NA,NA,NA,NA
24,San Luis Potosí,039,Tampamolón Corona,   30,   25,   5,   0,   0
24,San Luis Potosí,040,Tamuín,  18 000,  16 500,   500,  1 000,   0
24,San Luis Potosí,041,Tanlajás,   58,   58,   0,   0,   0
24,San Luis Potosí,042,Tanquián de Escobedo,   600,   550,   50,   0,   0
24,San Luis Potosí,043,Tierra Nueva,NA,NA,NA,NA,NA
24,San Luis Potosí,044,Vanegas,NA,NA,NA,NA,NA
24,San Luis Potosí,045,Venado,NA,NA,NA,NA,NA
24,San Luis Potosí,046,Villa de Arriaga,NA,NA,NA,NA,NA
24,San Luis Potosí,047,Villa de Guadalupe,NA,NA,NA,NA,NA
24,San Luis Potosí,048,Villa de la Paz,NA,NA,NA,NA,NA
24,San Luis Potosí,049,Villa de Ramos,NA,NA,NA,NA,NA
24,San Luis Potosí,050,Villa de Reyes,NA,NA,NA,NA,NA
24,San Luis Potosí,051,Villa Hidalgo,   75,   75,   0,   0,   0
24,San Luis Potosí,052,Villa Juárez,NA,NA,NA,NA,NA
24,San Luis Potosí,053,Axtla de Terrazas,   22,   22,   0,   0,   0
24,San Luis Potosí,054,Xilitla,   584,   584,   0,   0,   0
24,San Luis Potosí,055,Zaragoza,NA,NA,NA,NA,NA
24,San Luis Potosí,056,Villa de Arista,NA,NA,NA,NA,NA
24,San Luis Potosí,057,Matlapa,NA,NA,NA,NA,NA
24,San Luis Potosí,058,El Naranjo,   32,   23,   9,   0,   0
25,Sinaloa,000,,  570 514,  124 956,  445 558,   0,   0
25,Sinaloa,001,Ahome,NA,NA,NA,NA,NA
25,Sinaloa,002,Angostura,NA,NA,NA,NA,NA
25,Sinaloa,003,Badiraguato,NA,NA,NA,NA,NA
25,Sinaloa,004,Concordia,   703,   553,   150,   0,   0
25,Sinaloa,005,Cosalá,NA,NA,NA,NA,NA
25,Sinaloa,006,Culiacán,  566 555,  121 869,  444 686,   0,   0
25,Sinaloa,007,Choix,  1 780,  1 510,   270,   0,   0
25,Sinaloa,008,Elota,   172,   172,   0,   0,   0
25,Sinaloa,009,Escuinapa,NA,NA,NA,NA,NA
25,Sinaloa,010,El Fuerte,NA,NA,NA,NA,NA
25,Sinaloa,011,Guasave,   0,   0,   0,   0,   0
25,Sinaloa,012,Mazatlán,NA,NA,NA,NA,NA
25,Sinaloa,013,Mocorito,NA,NA,NA,NA,NA
25,Sinaloa,014,Rosario,NA,NA,NA,NA,NA
25,Sinaloa,015,Salvador Alvarado,  1 304,   852,   452,   0,   0
25,Sinaloa,016,San Ignacio,NA,NA,NA,NA,NA
25,Sinaloa,017,Sinaloa,NA,NA,NA,NA,NA
25,Sinaloa,018,Navolato,NA,NA,NA,NA,NA
26,Sonora,000,,  23 754,  22 597,   841,   316,-
26,Sonora,001,Aconchi,NA,NA,NA,NA,NA
26,Sonora,002,Agua Prieta,NA,NA,NA,NA,NA
26,Sonora,003,Alamos,   452,   452,   0,   0,   0
26,Sonora,004,Altar,NA,NA,NA,NA,NA
26,Sonora,005,Arivechi,NA,NA,NA,NA,NA
26,Sonora,006,Arizpe,NA,NA,NA,NA,NA
26,Sonora,007,Atil,   12,   9,   3,   0,   0
26,Sonora,008,Bacadéhuachi,NA,NA,NA,NA,NA
26,Sonora,009,Bacanora,NA,NA,NA,NA,NA
26,Sonora,010,Bacerac,   1,   1,   0,   0,   0
26,Sonora,011,Bacoachi,NA,NA,NA,NA,NA
26,Sonora,012,Bácum,NA,NA,NA,NA,NA
26,Sonora,013,Banámichi,NA,NA,NA,NA,NA
26,Sonora,014,Baviácora,NA,NA,NA,NA,NA
26,Sonora,015,Bavispe,NA,NA,NA,NA,NA
26,Sonora,016,Benjamín Hill,   51,   39,   12,   0,   0
26,Sonora,017,Caborca,NA,NA,NA,NA,NA
26,Sonora,018,Cajeme,NA,NA,NA,NA,NA
26,Sonora,019,Cananea,  2 849,  2 678,   171,   0,   0
26,Sonora,020,Carbó,NA,NA,NA,NA,NA
26,Sonora,021,La Colorada,NA,NA,NA,NA,NA
26,Sonora,022,Cucurpe,NA,NA,NA,NA,NA
26,Sonora,023,Cumpas,-,-,-,-,-
26,Sonora,024,Divisaderos,NA,NA,NA,NA,NA
26,Sonora,025,Empalme,-,-,-,-,-
26,Sonora,026,Etchojoa,NA,NA,NA,NA,NA
26,Sonora,027,Fronteras,   209,   199,   10,   0,   0
26,Sonora,028,Granados,NA,NA,NA,NA,NA
26,Sonora,029,Guaymas,  14 488,  14 488,   0,   0,   0
26,Sonora,030,Hermosillo,NA,NA,NA,NA,NA
26,Sonora,031,Huachinera,NA,NA,NA,NA,NA
26,Sonora,032,Huásabas,   15,   10,   5,   0,   0
26,Sonora,033,Huatabampo,   315,   315,   0,   0,   0
26,Sonora,034,Huépac,NA,NA,NA,NA,NA
26,Sonora,035,Imuris,NA,NA,NA,NA,NA
26,Sonora,036,Magdalena,  4 242,  3 410,   551,   281,   0
26,Sonora,037,Mazatán,   10,   3,   7,   0,   0
26,Sonora,038,Moctezuma,   13,   13,   0,   0,   0
26,Sonora,039,Naco,   259,   223,   36,   0,   0
26,Sonora,040,Nácori Chico,NA,NA,NA,NA,NA
26,Sonora,041,Nacozari de García,   550,   550,   0,   0,   0
26,Sonora,042,Navojoa,NA,NA,NA,NA,NA
26,Sonora,043,Nogales,NA,NA,NA,NA,NA
26,Sonora,044,Onavas,NA,NA,NA,NA,NA
26,Sonora,045,Opodepe,-,-,-,-,-
26,Sonora,046,Oquitoa,NA,NA,NA,NA,NA
26,Sonora,047,Pitiquito,NA,NA,NA,NA,NA
26,Sonora,048,Puerto Peñasco,NA,NA,NA,NA,NA
26,Sonora,049,Quiriego,NA,NA,NA,NA,NA
26,Sonora,050,Rayón,NA,NA,NA,NA,NA
26,Sonora,051,Rosario,NA,NA,NA,NA,NA
26,Sonora,052,Sahuaripa,NA,NA,NA,NA,NA
26,Sonora,053,San Felipe de Jesús,NA,NA,NA,NA,NA
26,Sonora,054,San Javier,NA,NA,NA,NA,NA
26,Sonora,055,San Luis Río Colorado,NA,NA,NA,NA,NA
26,Sonora,056,San Miguel de Horcasitas,-,-,-,-,-
26,Sonora,057,San Pedro de la Cueva,NA,NA,NA,NA,NA
26,Sonora,058,Santa Ana,-,-,-,-,-
26,Sonora,059,Santa Cruz,-,-,-,-,-
26,Sonora,060,Sáric,NA,NA,NA,NA,NA
26,Sonora,061,Soyopa,NA,NA,NA,NA,NA
26,Sonora,062,Suaqui Grande,NA,NA,NA,NA,NA
26,Sonora,063,Tepache,NA,NA,NA,NA,NA
